id,ServiceName,APIServiceName,Vendor,Exception,LastUpdateTimestamp,Status,ErrorDescription,logGroupName,DataScanned,cost,ErrorCount,ConsecutiveFailureCount,Escalation1Email,ThresholdTime1,Escalation2Email,ThresholdTime2,Escalation3Email,ThresholdTime3,Escalation4Email,ThresholdTime4,EscalationLevel,EscalationCount,DesiredCount,error_code,priority,LastEscalationDatetime,success_failure_updated_time
130,Personal_Loan,EPH NEFT,,,16-04-2026 13:48,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,07-04-2025 13:04,10-04-2026 17:36
167,Personal_Loan,FundTransfer,,,16-04-2026 13:45,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,07-04-2025 13:07,12-12-2025 21:40
5266,Credit_Card,IWorks Creation Service,,,16-04-2026 12:05,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,08-04-2025 06:01,06-03-2026 06:03
14059,Credit_Card,RETAIL CIF AND ACCOUNT CREATION STATUS,,,16-04-2026 12:02,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,08-04-2025 06:02,06-03-2026 06:05
814305,Personal_Loan,MCLR API,,,16-04-2026 13:53,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,02-05-2025 02:35,07-04-2026 13:12
1653152,Credit_Card,PAN,,,16-04-2026 13:54,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,21-05-2025 22:55,16-04-2026 12:51
3099812,Credit_Card,IBL_LDAP_SERVICE,,,16-04-2026 13:53,failure,401 Unauthorized,,,,1,1,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,401,non-critical,25-06-2025 03:17,16-04-2026 13:54
3099813,Credit_Card,RELID_APP_NOTIFICATION_STATUS,,,16-04-2026 13:54,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,25-06-2025 03:17,
3099829,Credit_Card,RELID_GENERATE_APP_NOTIFICATION,,,16-04-2026 13:54,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,25-06-2025 03:18,16-04-2026 01:24
3753439,Personal_Loan,FINACLE ADDRESS ADDITION,,,16-04-2026 13:43,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,09-07-2025 19:22,
3753440,Personal_Loan,FINACLE TOKEN UPDATE,,,16-04-2026 13:43,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,09-07-2025 19:22,
3753441,Personal_Loan,FINACLE UPDATE KYC DATE,,,16-04-2026 13:43,success,,,,,0,0,mail@.com,0,mail@.com,60,mail@.com,480,mail@.com,960,0,0,5,,non-critical,09-07-2025 19:22,
